7.399999999999999911e-01,-1.026216666666666981e+02,-1.001166666666666600e+02
7.500000000000000000e-01,-1.043416666666666686e+02,-1.034416666666666771e+02
7.600000000000000089e-01,-1.062483333333333348e+02,-1.054833333333333201e+02
7.700000000000000178e-01,-1.073983333333333405e+02,-1.080183333333333451e+02
7.800000000000000266e-01,-1.099399999999999835e+02,-1.106749999999999829e+02
7.900000000000000355e-01,-1.122433333333333394e+02,-1.118016666666666907e+02
8.000000000000000444e-01,-1.141099999999999852e+02,-1.135716666666666441e+02
8.100000000000000533e-01,-1.150466666666666669e+02,-1.165566666666666862e+02
8.200000000000000622e-01,-1.172233333333333576e+02,-1.171183333333333110e+02
8.300000000000000711e-01,-1.176633333333333411e+02,-1.190483333333333320e+02
8.399999999999999689e-01,-1.183516666666666879e+02,-1.202649999999999864e+02
8.499999999999999778e-01,-1.198533333333333246e+02,-1.220750000000000028e+02
8.599999999999999867e-01,-1.212983333333333320e+02,-1.227833333333333314e+02
8.699999999999999956e-01,-1.227250000000000227e+02,-1.254716666666666640e+02
8.800000000000000044e-01,-1.251116666666666788e+02,-1.264683333333333195e+02
8.900000000000000133e-01,-1.272149999999999892e+02,-1.276816666666666862e+02
9.000000000000000222e-01,-1.275716666666666725e+02,-1.298966666666666470e+02
9.100000000000000311e-01,-1.296899999999999977e+02,-1.327816666666666663e+02
9.200000000000000400e-01,-1.300000000000000000e+02,-1.327983333333333462e+02
9.300000000000000488e-01,-1.318133333333333326e+02,-1.332566666666666890e+02
9.400000000000000577e-01,-1.315300000000000296e+02,-1.347283333333332962e+02
9.500000000000000666e-01,-1.348833333333333542e+02,-1.367049999999999841e+02
9.599999999999999645e-01,-1.357966666666666811e+02,-1.370866666666666447e+02
9.699999999999999734e-01,-1.363516666666666595e+02,-1.388633333333333439e+02
9.799999999999999822e-01,-1.366266666666666936e+02,-1.375999999999999659e+02
9.899999999999999911e-01,-1.374700000000000273e+02,-1.371849999999999739e+02
1.000000000000000000e+00,-1.372466666666666981e+02,-1.358899999999999864e+02
