0.000000000000000000e+00,3.469446951953614381e-19,6.666666666666666227e-03
1.000000000000000021e-02,-1.666666666666667424e-03,8.333333333333333218e-03
2.000000000000000042e-02,-1.666666666666666557e-03,1.666666666666667424e-03
2.999999999999999889e-02,3.333333333333333981e-03,0.000000000000000000e+00
4.000000000000000083e-02,3.333333333333333981e-03,1.333333333333333245e-02
5.000000000000000278e-02,0.000000000000000000e+00,1.499999999999999944e-02
5.999999999999999778e-02,1.166666666666666546e-02,3.333333333333333114e-03
7.000000000000000666e-02,0.000000000000000000e+00,1.500000000000000291e-02
8.000000000000000167e-02,0.000000000000000000e+00,5.000000000000000104e-03
8.999999999999999667e-02,5.000000000000000104e-03,-1.666666666666667424e-03
1.000000000000000056e-01,3.333333333333333114e-03,9.999999999999998473e-03
1.100000000000000006e-01,1.666666666666666990e-03,5.000000000000000104e-03
1.199999999999999956e-01,-1.666666666666666557e-03,1.666666666666666557e-03
1.300000000000000044e-01,1.666666666666666557e-03,1.666666666666666557e-03
1.400000000000000133e-01,8.333333333333334952e-03,0.000000000000000000e+00
1.499999999999999944e-01,6.666666666666666227e-03,-1.666666666666667424e-03
1.600000000000000033e-01,-5.000000000000000104e-03,-5.000000000000000104e-03
1.700000000000000122e-01,-8.333333333333334952e-03,1.666666666666666990e-03
1.799999999999999933e-01,-5.000000000000000104e-03,5.000000000000000104e-03
1.900000000000000022e-01,8.333333333333334952e-03,0.000000000000000000e+00
2.000000000000000111e-01,1.666666666666666557e-03,1.666666666666666557e-03
2.099999999999999922e-01,1.166666666666666720e-02,6.666666666666666227e-03
2.200000000000000011e-01,6.666666666666666227e-03,-1.000000000000000021e-02
2.300000000000000100e-01,1.666666666666667424e-03,5.000000000000000104e-03
2.399999999999999911e-01,-3.469446951953614381e-19,-6.666666666666666227e-03
2.500000000000000000e-01,1.666666666666666557e-03,3.333333333333333114e-03
2.600000000000000089e-01,-6.666666666666666227e-03,6.666666666666666227e-03
2.700000000000000178e-01,0.000000000000000000e+00,-3.469446951953614381e-19
2.800000000000000266e-01,5.000000000000000104e-03,-3.333333333333333114e-03
2.899999999999999800e-01,-1.666666666666667424e-03,1.666666666666666557e-03
2.999999999999999889e-01,8.333333333333333218e-03,5.000000000000000104e-03
3.099999999999999978e-01,6.666666666666666227e-03,6.938893903907228763e-19
3.200000000000000067e-01,5.000000000000000104e-03,-8.333333333333333218e-03
3.300000000000000155e-01,-1.166666666666666720e-02,-2.833333333333333190e-02
3.400000000000000244e-01,-5.000000000000000104e-03,-6.999999999999999278e-02
3.500000000000000333e-01,-3.333333333333333114e-03,-1.366666666666666585e-01
3.599999999999999867e-01,-5.000000000000000278e-02,-2.949999999999999289e-01
3.699999999999999956e-01,-1.416666666666666630e-01,-5.450000000000000400e-01
3.800000000000000044e-01,-3.533333333333332216e-01,-9.116666666666667362e-01
3.900000000000000133e-01,-7.466666666666668117e-01,-1.474999999999999867e+00
4.000000000000000222e-01,-1.733333333333333615e+00,-2.433333333333332682e+00
4.100000000000000311e-01,-3.080000000000000515e+00,-3.660000000000000142e+00
4.199999999999999845e-01,-4.651666666666668171e+00,-5.228333333333333499e+00
4.299999999999999933e-01,-6.366666666666665364e+00,-6.803333333333332789e+00
4.400000000000000022e-01,-8.124999999999998224e+00,-8.415000000000002700e+00
4.500000000000000111e-01,-1.004000000000000092e+01,-1.023500000000000121e+01
4.600000000000000200e-01,-1.202333333333333343e+01,-1.206833333333333158e+01
4.700000000000000289e-01,-1.402500000000000213e+01,-1.401166666666666671e+01
4.799999999999999822e-01,-1.629333333333332945e+01,-1.592166666666666330e+01
4.899999999999999911e-01,-1.864999999999999858e+01,-1.796333333333333115e+01
5.000000000000000000e-01,-2.116166666666666529e+01,-2.015833333333333499e+01
5.100000000000000089e-01,-2.373000000000000043e+01,-2.246166666666666245e+01
5.200000000000000178e-01,-2.630166666666666586e+01,-2.477833333333332888e+01
5.300000000000000266e-01,-2.887999999999999545e+01,-2.731499999999999773e+01
5.400000000000000355e-01,-3.143500000000000227e+01,-2.987333333333332774e+01
5.500000000000000444e-01,-3.454833333333333201e+01,-3.260499999999999687e+01
5.600000000000000533e-01,-3.798833333333332973e+01,-3.567999999999999261e+01
5.700000000000000622e-01,-4.164000000000000057e+01,-3.877666666666666373e+01
5.799999999999999600e-01,-4.523499999999999943e+01,-4.189166666666666572e+01
5.899999999999999689e-01,-4.917999999999999972e+01,-4.518166666666666487e+01
5.999999999999999778e-01,-5.391166666666666885e+01,-4.870833333333333570e+01
6.099999999999999867e-01,-5.875499999999999545e+01,-5.239333333333333087e+01
6.199999999999999956e-01,-6.216166666666667595e+01,-5.654999999999999716e+01
6.300000000000000044e-01,-6.685333333333332462e+01,-6.151666666666666572e+01
6.400000000000000133e-01,-6.969999999999998863e+01,-6.507000000000000739e+01
6.500000000000000222e-01,-7.314833333333334053e+01,-6.914000000000000057e+01
6.600000000000000311e-01,-7.583833333333333826e+01,-7.246500000000000341e+01
6.700000000000000400e-01,-7.991833333333332234e+01,-7.571166666666667311e+01
6.800000000000000488e-01,-8.319166666666667709e+01,-7.902666666666667084e+01
6.900000000000000577e-01,-8.745833333333334281e+01,-8.423833333333334394e+01
7.000000000000000666e-01,-9.135166666666665947e+01,-8.734666666666666401e+01
7.099999999999999645e-01,-9.361833333333333940e+01,-9.069000000000001194e+01
7.199999999999999734e-01,-9.729166666666665719e+01,-9.389666666666666117e+01
7.299999999999999822e-01,-9.985999999999999943e+01,-9.703000000000000114e+01
